antecedents,consequents,antecedent support,consequent support,support,confidence,confidence_inverse,conviction,conviction_inverse,lift,chi_square,p_value,leverage,all_confidence,max_confidence,kulczynski,cosine,imbalance_ratio,item_id_antecedents,brand_antecedents,brand_type_antecedents,category_antecedents,item_id_consequents,brand_consequents,brand_type_consequents,category_consequents
46436,46536,0.0029274456807890765,0.004050686229772895,0.0010109164940854366,0.34532374100719426,0.2495667244367418,1.5212852155391383,1.3286625030997337,85.25067640861315,12073.9,0.0,0.0009990583301778561,0.2495667244367418,0.004050686229772895,0.29744523272196804,0.29356654256472625,0.18823529411764703,46436,56,Local,Grocery,46536,56,Local,Grocery
46201,46436,0.003095931763136649,0.0029274456807890765,0.001144301309277265,0.3696145124716554,0.3908872901678657,1.581687037607094,1.6366495923416222,126.25836745569532,20378.0,0.0,0.0011352381372092529,0.3696145124716554,0.003095931763136649,0.3802509013197606,0.3801021115263136,0.03453237410071939,46201,56,Local,Grocery,46436,56,Local,Grocery
46436,46201,0.0029274456807890765,0.003095931763136649,0.001144301309277265,0.3908872901678657,0.3696145124716554,1.6366495923416222,1.581687037607094,126.25836745569532,20378.0,0.0,0.0011352381372092529,0.3696145124716554,0.003095931763136649,0.3802509013197606,0.3801021115263136,0.03453237410071939,46436,56,Local,Grocery,46201,56,Local,Grocery
46282,46436,0.003018708975394012,0.0029274456807890765,0.0011092000421215205,0.36744186046511623,0.37889688249400477,1.576254405725223,1.6051783720357555,125.5162009926942,19633.4,0.0,0.0011003629355699441,0.36744186046511623,0.003018708975394012,0.37316937147956053,0.37312541514620745,0.018867924528301907,46282,56,Local,Grocery,46436,56,Local,Grocery
46436,46282,0.0029274456807890765,0.003018708975394012,0.0011092000421215205,0.37889688249400477,0.36744186046511623,1.6051783720357555,1.576254405725223,125.5162009926942,19633.4,0.0,0.0011003629355699441,0.36744186046511623,0.003018708975394012,0.37316937147956053,0.37312541514620745,0.018867924528301907,46436,56,Local,Grocery,46282,56,Local,Grocery
12039,28633,0.005517919196883008,0.014988241075502826,0.0014321316999543685,0.2595419847328244,0.09555035128805621,1.3302736125681354,1.0995438853001838,17.316373777642706,3201.7,0.0,0.001349427796796341,0.09555035128805621,0.014988241075502826,0.17754616801044032,0.15747802327696617,0.4965034965034965,12039,1088,Established,Grocery,28633,1088,Established,Grocery
32573,6958,0.010172347221734705,0.013057671381936888,0.002744919091579206,0.2698412698412698,0.21021505376344088,1.3516818848464776,1.2532875658050193,20.665343915343914,7490.1,0.0,0.0026120919243748358,0.21021505376344088,0.013057671381936888,0.24002816180235537,0.23816947127471585,0.14084989718985602,32573,89,Established,Grocery,6958,89,Established,Grocery
31011,32573,0.0033276001263645616,0.010172347221734705,0.0010179367475165854,0.30590717299578063,0.10006901311249138,1.4260738827261332,1.1074987020068234,30.07242736879501,4131.0,0.0,0.0009840872436161169,0.10006901311249138,0.010172347221734705,0.202988093054136,0.17496236425505898,0.548368953880765,31011,2025,Established,Grocery,32573,89,Established,Grocery
36992,7670,0.0026115342763873774,0.002801081119028397,0.0011162202955526694,0.4274193548387097,0.39849624060150374,1.7415868442428237,1.658158324265506,152.5908521303258,24075.1,0.0,0.0011089051761993853,0.39849624060150374,0.002801081119028397,0.4129577977201067,0.41270450211203896,0.04411764705882358,36992,1143,Established,Grocery,7670,1143,Established,Grocery
7670,36992,0.002801081119028397,0.0026115342763873774,0.0011162202955526694,0.39849624060150374,0.4274193548387097,1.658158324265506,1.7415868442428237,152.5908521303258,24075.1,0.0,0.0011089051761993853,0.39849624060150374,0.002801081119028397,0.4129577977201067,0.41270450211203896,0.04411764705882358,7670,1143,Established,Grocery,36992,1143,Established,Grocery
21560,26542,0.0039032609077187686,0.005798729334128962,0.0013057671381936887,0.3345323741007194,0.22518159806295396,1.4939889364600656,1.2855873538909752,57.69063441740554,10463.0,0.0,0.0012831331846693411,0.22518159806295396,0.005798729334128962,0.2798569860818367,0.27446408618213414,0.22575250836120406,21560,56,Local,Grocery,26542,56,Local,Grocery
21960,28285,0.003741795078802345,0.002653655796974271,0.0011302608024149673,0.30206378986866794,0.42592592592592593,1.4289935523124,1.7354175182498282,113.82930303662012,18121.6,0.0,0.0011203313662130137,0.30206378986866794,0.003741795078802345,0.3639948578972969,0.35868760696253044,0.20666666666666667,21960,946,Established,Grocery,28285,946,Established,Grocery
28285,21960,0.002653655796974271,0.003741795078802345,0.0011302608024149673,0.42592592592592593,0.30206378986866794,1.7354175182498282,1.4289935523124,113.82930303662012,18121.6,0.0,0.0011203313662130137,0.30206378986866794,0.003741795078802345,0.3639948578972969,0.35868760696253044,0.20666666666666667,28285,946,Established,Grocery,21960,946,Established,Grocery
28285,12783,0.002653655796974271,0.0028081013724595458,0.0011232405489838182,0.42328042328042326,0.39999999999999997,1.7290758609229828,1.6622439070050425,150.73544973544972,23929.3,0.0,0.0011157888144982995,0.39999999999999997,0.0028081013724595458,0.4116402116402116,0.41147559989891175,0.03559870550161809,28285,946,Established,Grocery,12783,946,Established,Grocery
12783,28285,0.0028081013724595458,0.002653655796974271,0.0011232405489838182,0.39999999999999997,0.42328042328042326,1.6622439070050425,1.7290758609229828,150.73544973544972,23929.3,0.0,0.0011157888144982995,0.39999999999999997,0.0028081013724595458,0.4116402116402116,0.41147559989891175,0.03559870550161809,12783,946,Established,Grocery,28285,946,Established,Grocery
21960,13910,0.003741795078802345,0.0024219874337463583,0.001031977254378883,0.275797373358349,0.4260869565217391,1.3774846650202415,1.7359044479687535,113.87233868994208,16548.4,0.0,0.00102291467371837,0.275797373358349,0.003741795078802345,0.35094216494004404,0.3428026596030852,0.2571819425444597,21960,946,Established,Grocery,13910,946,Established,Grocery
13910,21960,0.0024219874337463583,0.003741795078802345,0.001031977254378883,0.4260869565217391,0.275797373358349,1.7359044479687535,1.3774846650202415,113.87233868994208,16548.4,0.0,0.00102291467371837,0.275797373358349,0.003741795078802345,0.35094216494004404,0.3428026596030852,0.2571819425444597,13910,946,Established,Grocery,21960,946,Established,Grocery
14435,28633,0.0057425673066797715,0.014988241075502826,0.0017901646249429603,0.31173594132029336,0.11943793911007025,1.4311538522206726,1.1291168185107654,20.79870077815887,4907.2,0.0,0.001704093641758143,0.11943793911007025,0.014988241075502826,0.21558694021518182,0.1929587996900728,0.48813936249073375,14435,1088,Established,Grocery,28633,1088,Established,Grocery
21960,18151,0.003741795078802345,0.0036856330513531537,0.0017971848783741094,0.4803001876172608,0.4876190476190477,1.9170958757531724,1.9443701025413709,130.31687661931565,33096.4,0.0,0.0017833939947602849,0.4803001876172608,0.003741795078802345,0.4839596176181542,0.48394578214628403,0.009975062344139692,21960,946,Established,Grocery,18151,946,Established,Grocery
18151,21960,0.0036856330513531537,0.003741795078802345,0.0017971848783741094,0.4876190476190477,0.4803001876172608,1.9443701025413709,1.9170958757531724,130.31687661931565,33096.4,0.0,0.0017833939947602849,0.4803001876172608,0.003741795078802345,0.4839596176181542,0.48394578214628403,0.009975062344139692,18151,946,Established,Grocery,21960,946,Established,Grocery
12783,18151,0.0028081013724595458,0.0036856330513531537,0.0010951595352592229,0.39,0.29714285714285715,1.633302240899421,1.4187689614619479,105.81628571428573,16302.5,0.0,0.0010848099040293357,0.29714285714285715,0.0036856330513531537,0.3435714285714286,0.3404199087681481,0.1625487646293888,12783,946,Established,Grocery,18151,946,Established,Grocery
18151,12783,0.0036856330513531537,0.0028081013724595458,0.0010951595352592229,0.29714285714285715,0.39,1.4187689614619479,1.633302240899421,105.81628571428573,16302.5,0.0,0.0010848099040293357,0.29714285714285715,0.0036856330513531537,0.3435714285714286,0.3404199087681481,0.1625487646293888,18151,946,Established,Grocery,12783,946,Established,Grocery
21960,12783,0.003741795078802345,0.0028081013724595458,0.0010249570009477342,0.27392120075046905,0.365,1.373393493458602,1.56891055893102,97.5467636022514,14043.2,0.0,0.001014449661051487,0.27392120075046905,0.003741795078802345,0.3194606003752345,0.3161980997316733,0.16899618805590855,21960,946,Established,Grocery,12783,946,Established,Grocery
12783,21960,0.0028081013724595458,0.003741795078802345,0.0010249570009477342,0.365,0.27392120075046905,1.56891055893102,1.373393493458602,97.5467636022514,14043.2,0.0,0.001014449661051487,0.27392120075046905,0.003741795078802345,0.3194606003752345,0.3161980997316733,0.16899618805590855,12783,946,Established,Grocery,21960,946,Established,Grocery
45578,45502,0.00624802555372249,0.022921127452701043,0.0027659798518726527,0.44269662921348313,0.12067381316998468,1.753226202756242,1.1301289434228827,19.31391159213311,7046.6,0.0,0.0026227680618280463,0.12067381316998468,0.022921127452701043,0.2816852211917339,0.2311317596625134,0.631480989098644,45578,1088,Established,Grocery,45502,1088,Established,Grocery
46536,46202,0.004050686229772895,0.0036013900101793677,0.0012145038435887536,0.29982668977469673,0.33723196881091616,1.423074252386452,1.5027117587180192,83.25304644241066,14167.1,0.0,0.0011999157426664784,0.29982668977469673,0.004050686229772895,0.3185293292928064,0.31797978692800705,0.06979280261723005,46536,56,Local,Grocery,46202,56,Local,Grocery
46202,46536,0.0036013900101793677,0.004050686229772895,0.0012145038435887536,0.33723196881091616,0.29982668977469673,1.5027117587180192,1.423074252386452,83.25304644241066,14167.1,0.0,0.0011999157426664784,0.29982668977469673,0.004050686229772895,0.3185293292928064,0.31797978692800705,0.06979280261723005,46202,56,Local,Grocery,46536,56,Local,Grocery
46201,46282,0.003095931763136649,0.003018708975394012,0.0010600582681034784,0.3424036281179138,0.35116279069767437,1.5160991356615559,1.5364471302575313,113.42717397036333,16930.2,0.0,0.0010507125511028904,0.3424036281179138,0.003095931763136649,0.34678320940779406,0.34675555308443917,0.015277777777777724,46201,56,Local,Grocery,46282,56,Local,Grocery
46282,46201,0.003018708975394012,0.003095931763136649,0.0010600582681034784,0.35116279069767437,0.3424036281179138,1.5364471302575313,1.5160991356615559,113.42717397036333,16930.2,0.0,0.0010507125511028904,0.3424036281179138,0.003095931763136649,0.34678320940779406,0.34675555308443917,0.015277777777777724,46282,56,Local,Grocery,46201,56,Local,Grocery
46536,46282,0.004050686229772895,0.003018708975394012,0.001088139281828074,0.268630849220104,0.36046511627906974,1.3631711017089991,1.5573025633498097,88.98865422594817,13580.8,0.0,0.0010759114389497536,0.268630849220104,0.004050686229772895,0.31454798274958684,0.3111784862426547,0.1725352112676056,46536,56,Local,Grocery,46282,56,Local,Grocery
46282,46536,0.003018708975394012,0.004050686229772895,0.001088139281828074,0.36046511627906974,0.268630849220104,1.5573025633498097,1.3631711017089991,88.98865422594817,13580.8,0.0,0.0010759114389497536,0.268630849220104,0.004050686229772895,0.31454798274958684,0.3111784862426547,0.1725352112676056,46282,56,Local,Grocery,46536,56,Local,Grocery
5873,23439,0.004177050791533575,0.002218400084243041,0.0010740987749657763,0.2571428571428571,0.4841772151898735,1.3431675383481343,1.9305524659501563,115.91365280289331,17542.1,0.0,0.001064832405137951,0.2571428571428571,0.004177050791533575,0.37066003616636534,0.35284941898407035,0.3680738786279684,5873,905,Established,Grocery,23439,905,Established,Grocery
23439,5873,0.002218400084243041,0.004177050791533575,0.0010740987749657763,0.4841772151898735,0.2571428571428571,1.9305524659501563,1.3431675383481343,115.91365280289331,17542.1,0.0,0.001064832405137951,0.2571428571428571,0.004177050791533575,0.37066003616636534,0.35284941898407035,0.3680738786279684,23439,905,Established,Grocery,5873,905,Established,Grocery
